text,label
. اما قبل .. ف كل حب معرض ل ل نسيان اما بعد .. ف لا يفتح الله بعدك ل ل حب باب .,"['love', 'acceptance']"
طبعا الحين انا ماخذه وضعية الساعة سبعة الصبح و افتح الشبابيك و الدنيا موت حر واسوي تمارين على هالظهر واشرب قهوه اف تعبت مني,['sadness']
تخطى السويسري # روجيه _ فيدرير مفاجات البداية في بطولة # ويمبلدون ل لتنس بعد فوزه على منافسه الجنوب افريقي # لويد _ هاريس في اول ادوار المسابقة .,['neutral']
سنسيلك - الشامبو - مسوين دعاية مررة حلوة غصب عني ضغطتها :),['acceptance']
من يحبك ب صدق لن يرحل عنك و لو اقسم مرارا على الرحيل من يحبك ب صدق سيبقى ب جانبك حتى النهاية سيظهر ف يك صفاتا جميلة لم تلاحظها في نفسك يتحملك في عنادك ، غضبك ، قسوتك يتحمل مناخك السيء وطقسك المزعج يعلم ان عصبيتك مؤقتة وحزنك عابر يتركك حتى تهدأ ثم يعود اليك ليقول : انا دائما معك .,['love']
هو مين ده .. ضياء رشوان :,['surprise']
¶ في هذا # الصباح كانت تلك اجمل انثى رأيتها في حياتي ، و عندما بدأت بالإقتراب نحوي ، بدأ وجهي مبتسما يكاد فمي ان يصل الى اذني ، سقط هاتفي من يدي 😳😍 اصبح كل شيء غير مرئي الا هي - وصلت الي ، وسرعان ما # نطقت : عاد كل شيء الى ما كان عليه .. 🙄😑,"['love', 'acceptance']"
ولم يشاهد خشونة الاتحاد واستحقاق اربعة من لاعبين الاتحاد للطرد وعيب تتكلم عن الفار اللي دافك للوصافة غصصب ومعطيك نقاط ماتستحقها,"['anger', 'disgust']"
جان من و جان توو محبوب من ... م .... ن,['neutral']
وشفيه وش شايف هه,"['joy', 'surprise']"
# يعجبني _ الحب _ اذا - ما به غرام اصدق من اثنين عشاق ب الشرع ، اساميهم تجي ف وثيقه 💍💙,"['love', 'acceptance']"
# طموحاتك _ ل عام _2019 ب روح اسوي ل نفسي مفاجأة لحد يعلمني بالله 😒✋️,"['sadness', 'disgust']"
الامريكيون يطلقون سراح 500 معتقل عراقي : الجيش الأمريكي في العراق يقول انه اطلق سراح 500 معتقل عراقي الخميس ..,['neutral']
معلومات مهمة جدا عن المعدل التراكمي و عدد الساعات 🤔 ليش اول فصلين المعدل يرتفع ب سهولة و ما علاقة عدد الساعات !! صدقني الادفايزر مستحيل يخبرك ب هذه المعلومات . قراءة مفيده 🔍,"['anticipation', 'surprise']"
"في هذا اليوم انجبنت امي عملة نادرة , هذا ليس تفاخر انما ثقة في النفس ✌😁 ما بين حرف وسطر , فرحت الدنيا بأغلى بشر و اقول كل عام و انت ب خير يا انا ✌😃","['joy', 'acceptance']"
صراحة المفروض محرز يسترجل و يرجع على الأقل يلعب اساسي,['anticipation']
ل ل بيع معدات زراعيه عباره عن رشاش 8 ابراج طول البرج 54 . 5 متر مع جديد مع 55 ماسوره 8 بوصه مع تيوباتها وقير 350 ناشنينول 1 /1 ودرفيل وقاعده ل ل استفسار 0503020371,['neutral']
كيف اكون طبيعيه مثل اول ل من اضحك تكون طالعه من قلبي و ل من اتكلم مع احد اكون منجد ابي اكلمه .,['sadness']
# فضل الصلاه على النبي { صلى الله عليه و سلم } # الا _ بذكر _ الله _ تطمئن _ القلوب # رفقه _ في _ ظل _ عرش _ الرحمن # نداء _ الخير # الاثر _ الجميل # و …,['acceptance']
اسمع مني انا كلامي ثقة,['acceptance']
انا عندي نفس الحالة و نفس المؤهلات ، بس الفرق ان الكويتي استثقل ان يطلبها من المصري ( و ان كان صديق ) و النتيجة يبقى الحال على ما هو عليه ،،،،,"['sadness', 'disgust']"
الوردي بيحقق لي بقية الالوان الا سالفة ابقى شباب دايم هذي ب الجنه ان شاءالله,['acceptance']
السلام عليكم .. و رحمة الله و بركاته ... ان شاءالله الجميع ب خير و عافيه,['acceptance']
ارتاحت نفسيا كدا اما بوظتلنا الصورة,['disgust']
توني جاي من كسر حاجز الزمن مثل سباق ل ل سيارات المعدلة . و الله ف يه ناس تشتغل :) راح اشتغل على الصور وأطلعها في اقرب وقت ان شاء الله,['acceptance']
رئيس تيمور الشرقية يستعيد وعيه بعد محاولة اغتيال,['neutral']
مساء الخير و شكرا لتفاعلكم ،،، جوازي جواز سفر خاص هل يلزم اصدار تأشيرة دخول لجمعورية اذربيجان او دخول حامل الجواز الخاص ب لا تأشيرة,['acceptance']
ا . بدر العبري : من الخطأ ان نجعل معارض الكتب محفلا للشراء فقط .. و انما يجب ان ننظر ل ها كسوق ثقافي نستطيع من خلاله ان نلتقي بالكتاب والمثقفين ونستفيد من نقاشاتهم . # معرض _ مسقط _ الدولي _ للكتاب _2020 # حبر _ و ورق 📝,['anticipation']
لا عبرة ب الحدس المجرد او الإحساس انما العبرة ب القناعة المبنية على الأدلة المعتبرة .,['acceptance']
مساء الخير سندنا 🌸 جاهزين نبدا نشر حسابات رايد منشنونا على نشركم وادعثثو 😍🔥 # سنابات _ رايد _ الشمري || # رائد _ الشمري,['acceptance']
يا رب التوكسو يخلص بقى,['sadness']
حليب الأرانب سكون قرببا في الأسواق,['neutral']
يا عيونه يا عيونه اه يا عيونه تدمرني,"['love', 'acceptance']"
انقلب النوم :( .. لازم اواصل حتى بكرة !!!,['sadness']
( و وهبنا له اهله ومثلهم معهم رحمة منا وذكرى لأولي الألباب ) [ ص :43 ],['acceptance']
# عاجل هربا من كورونا .. طلبة اردنيون يطالبون العودة الى ووهان,['neutral']
فيديو / شخص يدعى انه كويتي غادر # الكويت عام 2009 ثم اصبح نصرانيا في # لبنان !,['surprise']
"ل ل بيع بنتهاوس 3 غرف ، الطابق 3، 199 م 2 ، شارع وسكة ، مدينة 6 اكتوبر - اكتوبر / مصر ، 2,200,00 جنيه مصري",['neutral']
انا اقول جذي بعد مادري شفيهم يقولون تراقبين عبالهم محور الكون,"['surprise', 'disgust']"
# تصريح _ للتاريخ نايف الروقي اعلامي نصراوي اول مره اشوف اعلامي نصراوي متزن ومنصف ، لماذا يغيب مثل هؤلاء عن الإعلام المرئي ؟ 🤔🤔,"['acceptance', 'surprise']"
هه ه ه اه يا بطني,['joy']
تم طردي من الاستراحة لأنه في كل مرة احد يتكلم عن الأمراض اقوم انا اطلع اصوات محنة بدافع تلطيف الأجواء وتغيير الموضوع,"['joy', 'sadness']"
انتظار ولوعة انهكت قلبي شكوتك الف مره لألقاك و انت لم تلبي النداء و لكن ... ~ # شاء _ القدر _ وإمتثلنا وساءت بكلينا الايام مانفع قدومك وقد مزقتنا الالام .. !! ┈┉┅━❀☆❀━┅┉┈ # نسرين ? # الصرح _ الأدبي ✨ # الحرف _ المعتق # مملكة _ القيصر # حروف _ الجنتين # حروف _ فريده # جنون _ السلطان,['sadness']
ايه بس تقطيع القلب اللي على الصبح ده ؟ انت مش ناوي تزورنا قريب ؟,"['sadness', 'disgust']"
لا تعبدوه ليعطي ، بل اعبدوه ليرضى ، ف اذا رضي .. ادهشكم بعطائه .,"['anticipation', 'acceptance']"
تكفون ف كونا من سوالف السحر تخوفني,"['anticipation', 'fear']"
طلب برنامج اصلاح ملفات winrar مجالس الليل : مساء النور نزلت لعبة من النت و كان حجمها 11 قيقا با متداد rar داخل الملف,['neutral']
اجلد و الله انهم يستاهلوا …,"['anger', 'disgust']"
📊 مدافعو # الأهلي و # الزمالك فقط تمكنوا من احراز اهدافا في بطولة # كاس _ السوبر _ المصري المصري 🏆 من المدافع الذي تتوقع ان يحرز هدفا الليلة ؟ 🧐,['neutral']
هه ‍ هه انا جربت ارقص توريك مدري شصار,['joy']
اصابتان جديدتان بإنفلونزا الطيور في مصر : وزارة الصحة المصرية تؤكد اصابة شخصين جديدين بإنفلونزا الطيور مما ي ..,['neutral']
يا ليتهم نفذوا رؤية # رفيق _ الحريري طرق سريعة وشبكة مواصلات وإتصالات ل كل الأقضية تشجع على عودة العاملين في بيروت على العودة يوميا الى مناطقهم وبذلك تنتعش المناطق و يخف الضغط على البنية التحتية ل # بيروت # لبنان,['sadness']
روح اول انقذ جنودك السعوديين الي يموتون بنيران صديقه و انتم نوم في العسل 👌,"['anticipation', 'disgust']"
براطمي ترف من الصبح : / .. اول مرة ب حياتي اشوف برطم يرف :,"['joy', 'surprise']"
اخذ احد الصالحين يبكي لما قرأ قوله تعالى ﴿ وسارعوا الى مغفرة من ربكم وجنة عرضها السماوات و الأرض اعدت للمتقين ﴾ . ف قيل له : قد ابكتك اية ما مثلها يبكي ! انها جنة عريضة واسعة . فقال : و ما ينفعني عرضها ان لم يكن لي ف يها موضع قدم ؟! •• اللهم جنتك .. 💚,"['acceptance', 'sadness']"
بجد يا ريت ترجع تاني .. انا جتلي عقدة ، دانا هترعب في الجيش كده :(,"['sadness', 'fear']"
لبى ولبى ولبى 🙈🙈 امووتت علييك,['love']
هيسكي سعيد لتأقلم زكي سريعا,['acceptance']
تركي ال الشيخ ام غيره ؟ ❕ ❗ 🤔,['neutral']
قال رئيس مجلس الشورى السلامي علي لاريجاني ان # ترامب يجب ان يعي على ان التحدث مع شعب ذات حضارة عريقة مثل # ايران ب لغة الجبر والتبجح لا يفضي الا بمزيد من الوحدة والتكاتف ف يما بينهم و لو فهم ذلك لانحل قسم كبير من مشاكلهم .,['neutral']
في حالة من # الذعر والارتباك من # الكورونا بالعالم غير مبرره ، ف من يموت من # الجوع يوميا يبلغ عددهم 25،00 حول # العالم حسب # منظمة _ الصحة _ العالمية !! اما # الكورونا فقتلت 300 شخص في 60 يوم ليس منهم طفلا واحد ؟ # فكروا,"['anticipation', 'surprise']"
و دائما اعلم اخي الفاضل بأن الإرهاب الجيني لن يخيفك و لن يسلبك هويتك و لن يضرك بل هو مثل الأحمق الذي اذا تحدث تجاهله الجميع اي المقصود لا تلتفت الى من يسيئ الى سلالتك و لا تلتفت للسلبيات بل التفت للإيجابيات .,"['anticipation', 'disgust']"
اذا الشرع حلل اربعة ف ل تكن هي واخلاقها و قلبها و دينها .. ❤️,['acceptance']
عن اي اخضر تتكلمون !! # معاك _ يا الاخضر سموا الأسماء بمسمياتها # معاك _ يالازرق 🙏🏻,"['acceptance', 'disgust']"
امين يا رب الله يكرم الجميع قبل يومين شايف احد المحللين يقول الهدف 280 ريال للمستثمر 😲 مدري و الله افرح ام احزن,['surprise']
عندما تشتاق ل لمجد والهيبة تجد نفسك تشتاق لرؤية معمر القذافي السلام عليكم جميع بعد طول غياب,['acceptance']
# فيلم _ امريكي تم عرضه عام 2011 يتحدث عن فيروس يبدأ في # الصين وينتشر لبقية دول العالم والأغرب من ذلك في نهاية الفيلم يوضح ان سبب هذا الفيروس الخفافيش اي نفس السبب الان !! هل يعقل ان يكون فيروس # كورونا ابتكار بشري ام ماذا ؟ اسم الفيلم ( ontagion ) للمخرج ستيف سوديربيرغ 🤔,['surprise']
نصائحك العاطفية بتجنن انت كيف لسا سنجل ؟؟ 🤔 * عمرك شفت مدرب بلعب مع الفريق . 🙂,"['joy', 'surprise']"
يسلمك ربك . هذا قليل ب حق يوم تكلم عن حساب جميل . كل شي به حلو . ي اخت هيونه . للي يشرف يوم يكون ما تفاعل معك .. ?,['acceptance']
الرئيس الحريري : ل اي مواطن الحق في الكلام من اي منطقة على ان يتحمل ردة الفعل,['anticipation']
انا قادر اقول اني احبك و اقصر المشوار و لكن العذاب اللي مع شرواك .. يحلالي . # سلاطين _ نجد _ للدعم # كلنا _ للوطن _ للدعم # جنون _ الع …,"['love', 'acceptance']"
# خريجين _2018 جالسين نعيش شعور جدا متشتت ، بين فرحة تخرج وفراق اصحاب 😭❤🎓,"['joy', 'sadness']"
روسيا : مرشح مستقل ل لرئاسة يواجه حظرا : اعلنت اللجنة المركزية ل ل انتخابات في روسيا ان لديها ما يكفي من الادلة ..,['neutral']
من القصص المرعبه ان الانسان يفضل يقول ع حاجه مش وقتها مش وقتها دلوقتي لحد ما يعدي وقتها و هو مش و اخد باله وبيقول مش وقتها او يكون هو ف وقتها فعلا وبيضحك ع نفسك ويعدي وقتها ويكتشف بعد كده ان وقتها عدي فيضرب نفسه بالجزمه,['sadness']
مليون ريال يعني 2 0 0 0 0 0 الف دينار و اللي حكالك انها بتشتري مادبا غلطان,['anticipation']
الباب الذي يقفل في وجهك # عمدا اياك ان تطرقه لا تجرح كبرياء يدك # كي لا يحفر ذلها في ذاكرة الخشب طويلا .. # گبريا …,['anticipation']
حرية اكثر من هكي مافيش,['acceptance']
حلو يعني ممهد له الطريق بس كل شي على راسك .. ايش تخصصك ؟,"['anticipation', 'acceptance']"
"# عبدالمجيد _ عبدالله تويتر مصمم لإخراج اسوأ ما في الناس لأنه يكافئ الشتم اكثر من اي شيء و هو بالفعل مرحاض الإنترنت . ان كنت مشهور :- ادخل للضرورة فقط , اقض حاجتك وإطلع . و تذكر من تجربتك الخاصة ان الجحلط الي يسبون لو قابلوك على ارض الواقع طأطئوا رؤوسهم , ابتسموا وطلبوك صورة . جبناء ...",['disgust']
▪️ هذه رسالة لأهالي المعتقلين خاصة وللأحرار في بلاد اليمن عامة .. اخي الحر اياك ان تكتم اخبار الإنتهاكات والجرائم التي تقوم ب ها الإمارات ( اذا كنت متأكدا من صحتها ) فالكتمان يعني استمرار الجرائم لكن اكتم اسم مصدر المعلومة : 1- لحمايته من المحتل الإمارتي 2- لاستمرار تدفق المعلومات,['anticipation']
يومين جوالك مقفل ومسن مافيه \ ازعل و الا ازعل ؟ مشتاقة لك ياوحشه,"['love', 'sadness']"
لجنة تقصي الحقائق : 11 الف اجنبي في # سوريا ترفض دولهم اعادتهم لصلتهم ب # تنظيم _ الدولة,['disgust']
السلام عليكم احتاج عمال من الهند ININ # عامل الاستراحه # شق مفروشه # عامل مطعم # عامل عادي # عامل نظافه # صانع قهوه …,['neutral']
ودك نطلب منه فنايل ؟ و لا نصمم حنا بنفسنا على غرارهم :,['neutral']
ماذا لو ان كل ايامي سمحة محيا ، تماما مثل وجه امي ❤ ️ ؟,['acceptance']
- مصممه سعوديه شابه ، اصمم # فلاتر _ سناب و # شعارات logo و رمزيات لمشاريعكم الخاصه ، بأسعار رمزية .. ادعموني الله يسعدكم,['neutral']
فقط ؛ لا تقولي انك خائفة .. لأن هذا العالم سيحقق مخاوفك دون ان تقولي شيئا .,"['anticipation', 'disgust']"
مناقصة جديدة : اعلان طلب عروض لتوريد حزمتين ل لمبدل 1011& - خارجي # syria,['neutral']
اهلا بك ، يشترط وجود الهوية الوطنية لإصدار او تجديد جواز السفر ل من بلغ 15 عاما . سعدنا بتواصلك,['neutral']
الا ليت الأماني تحقق و الوصل يصبح ب يدي ❤ ️ ✨,"['love', 'acceptance']"
و عليكم السلام محمد ، تتوفر عروض الغداء من الأحد الى الخميس من 1 1 صباحا حتى 6 مساء ابتداء من 4 9 ريال حتى 9 9 ريال تشمل طبق رئيسي ، بوفيه الشوربة والسلطة والمشروب الغازي او ايس تي اطباق البرجر او الساندويش مقابل 4 9 ريال,['acceptance']
ان الله معنا . ف من توكل عليه ف هو حسبه . وأملنا بالله وحده . ف لو اجتمع الانس و الجن على ان يضرونا ف لن يضرونا ب شيء قد كتبه الله ل نا و هذا في مقاديره سبحانه,['acceptance']
المعيدة : يا بشمهندسين التجربة دي صعبة و لازم نعملها عشان ب تيجي في العملي لازم تشوف المسمار المتني عكس اتجاهه في العدسة و تحدد كل المطاليب تمام 🤨😲 الطلاب : تمام يا بشمهندسة 👌🤝 انا : ايه ده فين المسمار ده مش شايف حاجه 😂😂😂💔,"['joy', 'anticipation']"
eligion : مذبحة بني قريضة عار ابدي يطارد الاسلام,"['anger', 'disgust']"
لا اعلم ماذا اقول !! ان كان ماتقوله حقيقي و الله اعلم كيف تتم اهانتها ب هذا الشكل و هي ب هذا العمر ؟ بغض النظر عن مخالفتها او عدمها هل يعقل لازال في دوائرنا الحكومية اشخاص ب هذه الأخلاق ؟ # كلنا _ مع _ ام _ نوره,"['surprise', 'disgust']"
يا رب اجعل ل نا حظا عاليا واختر ل نا من اقدار الدنيا اخيرها وأجملها ، اللهم ارضي قلوبنا ف انك اعلم ب ما في الصدور .,['acceptance']
قسم بالله لو تفكرون ف يها ليه نجزع احيانا من قدر رب حشى انه يضر عبده و لو بذره رب رحيم يغرقني بنعمه وعطاياه رغم ذنوبي الكثيره ! رب كاتب لي الأقدار ب رحمته ولطفه ويسخر لي الأشياء اللي ترضيني ويختار لي الخيره و لا يخيرني ليه اجزع وأزعل وأتضايق ! .,"['acceptance', 'surprise']"
بعد 5 سنوات للعدوان الإسرائيلي على # غزة عام 2014 نرى ان # المقاومة الفلسطينية : 1 . اكثر تنظيما وكفاءة قتالية . 2 . افضل …,['acceptance']
# اوف _ الاحد ليش سهرانين يا حلوين ناموو,['acceptance']
تتضح حقائق ل نا من # فلسطين بيئة وقيادة كما # لبنان المكلوب ع معاناتة من قبل محتل عقائدي طائفي مقيت كل العالم اتفق ع دعم الشعب لا قيادة و الدعم مشروط والغالب منه دعم اغاثي لا مادي حتى لا يصل للفاسدين كما العادة ريت اتمنى ع دول الخليج العربي العمل ب ذلك مع # السلطة _ الفلسطينية الأن,"['sadness', 'disgust']"
ثم يهبك الله قمرا مضيئا يعادل جميع النجوم اللتي انطفأ نورها وسقطت من سمائك .,['acceptance']
قال الشيخ ابن _ عثيمين رحمه الله : لا _ يجوز لأي انسان ان يراسل امرأة اجنبي ة عنه ؛ لما في ذلك من فتنة ، وقد يظن المراسل انه ليس هناك فتنة ، و لكن لا يزال به الشيطان حتى يغريه ب ها ويغريها به وقد امر صلى الله عليه و سلم من سمع الدجال ان يبتعد عنه ، وأخبر ان الرجل قد يأتيه و هو,['disgust']
حاول الاقتراب ربما انا في انتظارك ❤ . !,['acceptance']
اه من وليف عليه القلب متعود .,"['love', 'sadness']"
هليوم هليوم نعزي فاطمة 💔🙏🏻 # عاشوراء,['sadness']
هدم المباني والجسور ب استخدام الديناميت لحظات مرعبة ❗️,['fear']
رئيس البرلمان الإيراني : على # ترمب ادراك ان الإيرانيين يصبحون اكثر اتحادا ان تعرضوا لتنمر .,['anticipation']
اكسب الراجل راه على كيف كيفك,['acceptance']
يا رب اني استودعتك ما استحفظت و ما قرأت و تعلمت فسهل لي كل ما اخاف تعسيره,['acceptance']
من زمان ما شفت افلام ، و شفت فلم لطيف مره he fault in our stars انصحكم ف يه .,['acceptance']
يمكنني ان اتجاهلك ل درجة اجعلك تشعر وتشك ف يها بأنك غير موجود ، لا تختبر كبريائي ابدا 💛,"['anticipation', 'disgust']"
ما الأمة الا انا و انتم وهم وهن .. !! ف اذا لم يصلح كل منا نفسه لم يكن للأمة صلاح,"['anticipation', 'acceptance']"
الصدمة !!! # لبنان # الحريري,['surprise']
📍 واحد من اجمل اهداف كرة القدم بتقنية ال 360 درجة 😍♥️ #,['acceptance']
# اهلي _ عتيبه تصريح السومه بعد مقابله الرئيس الجديد 😂😂😂😂😂😂😂,['joy']
مساء الخير عشان ما تقولون حبيبها مغيرها علينا ?? .,['acceptance']
انا لا اهجر احدا ، انما اتغير ب شكل يجعلك تبحث عني و انا جالس امامك . البرت اينشتاين .,['anticipation']
واضح انك مش مسلم .. ف يا ريت تحترم ديانات الاخرى او تكرمنا بسكوتك .. و لو فعلا معندكش المعلومة فالشيخ للشعراوي عالم جليل ف علوم الفقه الاسلامي و التشريع ... و شكرا,['disgust']
لو تدري اني حيل ف يك اباهي و اقول دايم ف البشر ما مثله . # بدر _ السعد,['acceptance']
متي ناوي يشرف جيمين ببث نامجون ؟ ؟ قاعده احترييه ??♥️♥️♥️♥️,['acceptance']
سييم كله كان شاكك ف يه الا انا حسيتني كنت ب اشوف مسلسل تاني 😂😂😂,['joy']
انا لا اراديا اتغير وازعل و السبب احساس حسيته .,['sadness']
و هو الله لا اله الا هو له الحمد في الاولي و الاخره وله الحكم و اليه ترجعون ﴿70﴾ سوره القصص # uran,['acceptance']
يضحك مو عارفه ربي حاطني وين ، اصوت لمين و اترك مين,"['surprise', 'sadness']"
حركة قد تبطل صلاتك ب سببها فانتبه ونبه اخوانك وأصدقائك قال الشيخ ابن عثيمين رحمه الله : مسألة بعض الناس يسجد و يرفع احدى الرجلين من الخلف على الأخرى ف هل هذا يؤمر ب اعادة الصلاة ؟ الجواب نعم الذي يرفع رجليه احدى رجليه او كلتيهما لم يصح سجوده لأنه لابد من السجود,['anticipation']
الشاب المخطوف الثالث نايف منزعج جدا من نشر صورة والده ل انه يتألم من نشرها وعائلته الحقيقية تتألم من نشرها و هو ب نفسه قال هالكلام في سنابه احذف الصورة يا طلال واحترم الناس ومشاعرهم ، كفاية متاجرة ب صورة الأب المتوفى ..,"['anticipation', 'anger']"
اه بس يا حسره لو انه عندي,['sadness']
# خليفة # المثليين # اردوغان اصبح مضرب للمثال بالانهيار الاقتصادي للدول هه عسالله مايبلانا المشكله للحين تلقى اخواني مخه جزمه يطبل له 😂😂 دقون الاخوان مساكين يا عيني عليهم متورطين بقضايا ارهابيه ومطلوبين من بلدانهم هه خانوا اوطانهم ف كانت عاقبة الخونه التشرد بلاد وطن,"['joy', 'disgust']"
يي بعده موجود و بعده بيتنبا و بعد في ناس بتسمعو كمان 😂😂 ماعم صدق # ميشال _ حايك,"['joy', 'disgust']"
ديسمبر انت شهر لست ك باقي الشهور ، ف من بين ايامك الجميلة ؛ يوم ميلادي,['acceptance']
# علمني _ قراني . ﴿ انما ذالكم الشيطان يخوف اولياءه ف لا تخافوهم وخافون ان كنتم مؤمنين ﴾,"['anticipation', 'disgust']"
"- 3 3 , ب قربك انت احلوت ايامي وياك ، عمري شفته شي ثاني .","['love', 'acceptance']"
مدري له مكبرين الموضوع احس شالمشكلة لو ما تزوج الإنسان مرة دراما ترى الحياة ف يها اشياء ثانية غير الزواج,['surprise']
و الله يوفييش ما ينطاق كل مرة عطلة سهر مو منضبط 😤😤😤😤😤 عكس ماريانو اللي رغم تالقه في ليون و رجع لمدريد و رغم هيك مظلوم 🤷🏼‍♀️😭,"['sadness', 'disgust']"
ل لأخبار والتقارير اليومية الخاصة ب # السوق _ السعودي والعروض وللفترة التجريبية لل # التوصيات عبر الواتس اب # تاسي # تداول,['neutral']
ل من لم يعرف لماذا غزة ب الذات تحارب وتحاصر # ضابط _ في _ سلاح _ الجو _ الإسرائيلي : يقول نقصف سوريا و ب كل قوتنا فلم يرد علينا ابدا . ونقصف المواقع الإيرانية في سوريا ولم يتجرئوا على اطلاق رصاصة واحدة علينا .. ثم نقصف لبنان و حزب الله ولم نتلقى اي طلقة من احد فقط يكتفوا ب التهديدات ... # يتبع,"['acceptance', 'disgust']"
انا مب معجبني اصحى بدري ومب معجبني اسهر مدري وش ابي ب الضبط انا زهئت,"['sadness', 'disgust']"
طلعت امها !؟ 🙂 شي صاير بينش و بين ريلش ؟ شدخل البنت الصغيره تعذبينها وهاي بنتش من لحمش ودمش ؟ الله ياخذش بس وعساش ب مرض م تقومين منه 😡😡,"['anger', 'disgust']"
عسى يا رب ، نفس الاعتقاد هذا اشاركك ف يه,['acceptance']
لم ينجح سيميوني على الإطلاق في التأهل من الأدوار الإقصائية ب دوري ابطال اوروبا امام اي فريق يتواجد به كريستيانو رونالدو 😮🚫 2014 - خسارة النهائي امام ريال مدريد رونالدو 2015 - الخروج امام ريال مدريد رونالدو 2016 - خسارة النهائي امام ريال مدريد رونالدو,['disgust']
ودي اطلب بس مالي خلق انطر 💔,['sadness']
سافر لأى مكان بالعالم و على الخطوط التى تناسبك وبالسعر الذى يناسبك ... سارع بحجز تذكرة سفرك لدينا بأرخص الأسعار و ربما تكون احد الفائزين معنا برحلة لإسطنبول او اثينا ل مدة اسبوع ... معنا انت الكسبان ... لا تتردد بالتواصل معنا على واتس / 00972567503020,"['anticipation', 'acceptance']"
يا رب اشفي مرضانا و مرضى المسلمين,['acceptance']
ليست المشكلة ان يتصدر للفتوى من ليس اهلا ل ها ف حسب ، بل في تبني وسائل الإعلام والصحف الالكترونية هذه الفتاوى . وإغفالها اقوال كبار العلماء .,"['sadness', 'disgust']"
ماهو كذب ع يكونوا يفتحوا وقت الصلاة فقط و كذا عدم السماح بالاعتكاف داخل الحرمين او ادخال الأطعمة و حتى اغلاق مشارب ماء زمزم ، و ذلك ضمن الإجراءات الاحترازية ل مواجهة فيروس كورونا . تدريجيا الى ان يغلقوا بالكامل,['neutral']
انا نفسك ما اقتنعت بأقوالها 🧐 يا ليت يسألون اللي خطفتهم هل كان ل هم اخوة متوفين 🤔 ماأستبعد انها خطفت ناس وقتلتهم تبيع اعضاءهم و الا تتقرب للسحرة والمشعوذين بتقديمهم فدية و الله اعلم 😕 . # خاطفة _ الدمام,['disgust']
وضحيت بالدنيا علشان دنياك خليت كل اللي يبيني وجيتك ..,['love']
# فرجت _ مع _ الراوي _ دخيل 17 عسكري مصاب ومتقاعد بتقرير طبي بقى 74800 الف ريال ومستحق فزعتكم يعول 8 اطفال ومتظرر من عام 1434 حتى الان وسجن ثلاث مرات وخرج مهلة شهر فاتورة 1916330492 مسجلة ب وزارة العدل مفوتر 169 شارك معنا وساهم بارك الله ف يكم,"['anticipation', 'acceptance']"
و المشكله الفيديو كله هجمات عاديه ، مافيها اي استحواذ صارخ ، لعب عادي و لعبات طويله حتى . بس الموضوع جيب اي فوز و تكلم عن ميزه ب الفريق و خلاص ?,['anger']
# التطبيع _ خيانة # التطبيع _ الاماراتي _ الاسرائيلي متى افتى ابن باز بجواز الصلح مع اسرائيل بعد اتفاقية اوسلو ! حقائق ستعرفها ب هذا المقطع 😅,"['surprise', 'disgust']"
هه للاسف لم تجيبي على السؤال انا انتظر الاجابة عن مصير هذه الممرضة المسكينة ؟ تفضلي,"['joy', 'sadness']"
احه وبايرن ب يطلع من ليون !!!!!!! طيب احترم الثمانية اللي سجلوها الحين الناس مخلين بارين هو اللي بيأخذ البطوله,"['surprise', 'disgust']"
ربي ارحم موتانا واغفرلهم و ارفع درجاتهم ، هم في غنى عنا و لكن ليسوا في غنى عن رحمتك ارحمهم و اجعل قبورهم روضة من رياض الجنة 💙 # لولوه _ الخرجي,['acceptance']
بتجيلك اوقات افكار غريبة في دماغك ؟ لأ انا دايما اللي بروحلها,['sadness']
عندما نقول # التطبيع _ خيانة لا نقصد بالخيانة المعنوية بل الخيانة ب كل معنى الكلمة . لأن الكيان قائم على التجسس والاغتيال . نتنياهو عندما قال ان ' الشارع العربي ' اي نحن ، الشعب ، الناس ، اهل البلاد ، العقبة الوحيدة ضد التطبيع ، يعني ان حكوماتنا تستفيد من مخابراتهم ضدنا نحن . يا لطيف !,['disgust']
# التسامح _ ضعف _ و الا _ قوه,['neutral']
لماذا اصبحت سيء هكذا ؟ ل اني كنت الافضل دائما .,['anger']
محاولة النهوض من السقوط افضل من ان تداس و انت مرمي .. ! . . # العلاوه _ السنويه 27 # اليوم _ الاحد,"['anticipation', 'acceptance']"
على اساس مودي هالفترة شيء واو من خياس الى اللي اخس هه,"['sadness', 'disgust']"
ابشع صدفة ان يبادرك احدهم بالتحسب عليك و انت لا تتذكره ، غير انه يتذكر اساءة قديمة غيرت ب ها مسار حياته للأسوأ ! حدث شيء كهذا لصديق عزيز صادف استاذا حرمه ظلما ، وبخسه درجته ف يما بعد ، فقال له : ربما لا تتذكرني ، لكنني اتذكرك في سجودي و انا ادعو عليك . انا خفت و لا شأن لي ، ف كيف بالأستاذ !,"['surprise', 'disgust']"
جزاك الجنه ابو ناصر وكل مسلم,['acceptance']
انا بدي اياك شو بعمل لحتى اخذك ؟,['love']
تمسكوا بالذين لا ينامون الا قبل ان يطمئنوا عليكم ، يريدونكم ب خير و لا غاية ل هم غير ذلك .. ف هذا هو الحب الحقيقي .. # تصبحون _ على _ خير,['acceptance']
يا بني عايز اقولك هو اصلا الدرجات كلها مع احمد عثمان عشان ننجح في الماده عشان هتجيب كده كده مقبول ف يها يا صاحبي,['acceptance']
